tconst,language,title type,primary title,original title,isAdult,start year,end year,runtime minutes,genres,averageRating,numVotes
tt0159038,English,movie,Tomorrow We Live,Tomorrow We Live,0,1936,\N,72,Drama,5.3,18
tt0159052,English,movie,Trop (peu) d'amour,Trop (peu) d'amour,0,1998,\N,119,"Comedy,Drama",5.9,104
tt0159060,English,movie,Tyrone,Tyrone,0,1999,\N,92,Comedy,3.4,245
tt0159097,English,movie,The Virgin Suicides,The Virgin Suicides,0,1999,\N,97,"Drama,Romance",7.2,158822
tt0159101,English,movie,Out of the Cold,Out of the Cold,0,1999,\N,111,Drama,5.3,294
tt0159103,English,movie,The Vivero Letter,The Vivero Letter,0,1999,\N,95,"Action,Adventure,Thriller",4.4,293
tt0159233,English,movie,Shadows of the Past,Abilene,0,1999,\N,104,Drama,6.3,195
tt0159248,English,movie,Boatman,Boatman,0,1985,\N,115,Drama,7.4,27
tt0159259,English,movie,The Auteur Theory,The Auteur Theory,0,1999,\N,77,"Comedy,Mystery,Thriller",4.9,312
tt0159270,English,movie,Beach Movie,Beach Movie,0,1998,\N,90,Comedy,3.1,409
tt0159272,English,movie,Beautiful People,Beautiful People,0,1999,\N,107,"Comedy,Drama,War",6.7,2547
tt0159273,English,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,\N,106,"Action,Drama,Thriller",6.4,107997
tt0159277,English,movie,Bellyfruit,Bellyfruit,0,1999,\N,86,Drama,4.8,157
tt0159291,English,movie,Attention Shoppers,Attention Shoppers,0,2000,\N,87,Comedy,4.9,286
tt0159307,English,movie,Broken Noses,Broken Noses,0,1987,\N,75,"Documentary,Sport",6.5,143
tt0159330,English,movie,And the Bombs Keep Falling,...E i cannoni tuonano ancora,0,1974,\N,95,"Drama,War",5.5,9
tt0159364,English,movie,Clutch,Clutch,0,1998,\N,85,Comedy,4.9,150
tt0159365,English,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,"Adventure,Drama,Romance",7.2,151222
tt0159366,English,movie,Committed,Committed,0,1984,\N,77,Drama,5.6,30
tt0159369,English,movie,Cooper and Hemingway: The True Gen,Cooper and Hemingway: The True Gen,0,2013,\N,180,Documentary,7.5,93
tt0159371,English,movie,Impact,Coping,0,2000,\N,90,"Comedy,Drama,Romance",7.3,196
tt0159373,English,movie,Cotton Mary,Cotton Mary,0,1999,\N,124,Drama,5.2,537
tt0159377,English,movie,The Creator's Game,The Creator's Game,0,1999,\N,102,Adventure,5.3,84
tt0159378,English,movie,The Demo Crew,The Demo Crew,0,2001,\N,108,"Action,Drama,Sport",5.3,41
tt0159379,English,movie,The Criminal,The Criminal,0,1999,\N,99,"Action,Drama",5.5,369
tt0159382,English,movie,Croupier,Croupier,0,1998,\N,94,"Crime,Drama",7,22542
tt0159396,English,movie,Civility,Civility,0,2000,\N,82,Thriller,3.7,157
tt0159401,English,movie,The Debt Collector,The Debt Collector,0,1999,\N,109,"Action,Crime,Thriller",6.5,1148
tt0159404,English,movie,Depraved,Depraved,0,1996,\N,95,"Drama,Thriller",3.5,241
tt0159421,English,movie,The Adventures of Elmo in Grouchland,The Adventures of Elmo in Grouchland,0,1999,\N,73,"Adventure,Comedy,Family",5.8,3514
tt0159434,English,movie,The Faking of the President,The Faking of the President,0,1976,\N,80,Comedy,7.5,8
tt0159446,English,movie,For Hire,For Hire,0,1998,\N,96,Thriller,5.5,330
tt0159470,English,movie,Heart of the Sun,Heart of the Sun,0,1998,\N,94,Drama,6,27
tt0159474,English,movie,Herowork,Herowork,0,1977,\N,75,"Comedy,Thriller",4.1,48
tt0159492,English,movie,Incident in Shanghai,Incident in Shanghai,0,1938,\N,67,"Drama,War",5.2,34
tt0159507,English,movie,The Kid,The Kid,0,1997,\N,90,"Drama,Sport",5.8,189
tt0159525,English,movie,The Last Chance,The Last Chance,0,1937,\N,76,Drama,5.9,10
tt0159544,English,movie,Madame Wang's,Madame Wang's,0,1981,\N,98,Drama,6.1,78
tt0159559,English,movie,Jue zhao liu shi,Jue zhao liu shi,0,1979,\N,89,Action,5.6,33
tt0159597,English,movie,Night Ride,Night Ride,0,1937,\N,70,Drama,5.6,78
tt0159624,English,movie,La paloma de Marsella,La paloma de Marsella,0,1999,\N,100,"Comedy,Drama",6.4,21
tt0159631,English,movie,Pas de pitié pour les caves,Pas de piti√© pour les caves,0,1955,\N,94,Crime,3.8,18
tt0159686,English,movie,Queen Live in Rio,Queen Live in Rio,0,1986,\N,60,"Documentary,Music",8.2,389
tt0159693,English,movie,Razor Blade Smile,Razor Blade Smile,0,1998,\N,102,Horror,4.6,1597
tt0159696,English,movie,Relax... It's Just Sex,Relax... It's Just Sex,0,1998,\N,110,Comedy,6.7,1589
tt0159721,English,movie,Salsa,Salsa,0,1976,\N,80,"Documentary,Music",6.8,15
tt0159730,English,movie,The Sex Monster,The Sex Monster,0,1999,\N,97,Comedy,5.1,2802
tt0159732,English,movie,"Shame, Shame on the Bixby Boys","Shame, Shame on the Bixby Boys",0,1978,\N,90,"Comedy,Western",7.7,42
tt0159752,English,movie,Shepherd,Shepherd,0,1998,\N,90,"Action,Sci-Fi",2.8,514
tt0159765,English,movie,Spark,Spark,0,1998,\N,103,"Drama,Thriller",5.5,243
tt0159780,English,movie,Sweet Thing,Sweet Thing,0,1999,\N,115,Drama,6.7,83
tt0159784,English,movie,Takedown,Takedown,0,2000,\N,92,"Biography,Crime,Drama",6.2,6983
tt0159787,English,movie,Ted,Ted,0,1998,\N,85,Comedy,5.3,37
tt0159797,English,movie,Top of the Food Chain,Top of the Food Chain,0,1999,\N,99,"Comedy,Horror,Sci-Fi",6.2,1008
tt0159948,English,movie,Alice in Acidland,Alice in Acidland,0,1969,\N,55,Drama,3.6,645
tt0159958,English,movie,An Amsterdam Tale,An Amsterdam Tale,0,1999,\N,91,Drama,4.3,104
tt0159995,English,movie,Angel's Dance,Angel's Dance,0,1999,\N,99,"Action,Comedy,Crime",6.2,1422
tt0160009,English,movie,The Art of War,The Art of War,0,2000,\N,117,"Action,Adventure,Crime",5.7,30309
tt0160016,English,movie,Asunder,Asunder,0,1999,\N,101,"Drama,Romance,Thriller",5.1,447
tt0160027,English,movie,Le bal masqué,Le bal masqu√©,0,1998,\N,103,"Drama,Thriller",5.3,185
tt0160056,English,movie,The Black Stork,The Black Stork,0,1917,\N,50,Drama,4.5,39
tt0160127,English,movie,Charlie's Angels,Charlie's Angels,0,2000,\N,98,"Action,Adventure,Comedy",5.6,189996
tt0160182,English,movie,Desperate But Not Serious,Desperate But Not Serious,0,1999,\N,94,Comedy,4,431
tt0160184,English,movie,Eye See You,D-Tox,0,2002,\N,96,"Crime,Thriller",5.3,28307
tt0160216,English,movie,A Dog of Flanders,A Dog of Flanders,0,1999,\N,100,"Drama,Family",6.2,992
tt0160229,English,movie,Dreamers,Dreamers,0,1999,\N,93,"Comedy,Drama",5.1,155
tt0160236,English,movie,Dudley Do-Right,Dudley Do-Right,0,1999,\N,77,"Comedy,Family,Romance",3.9,11001
tt0160239,English,movie,Duty Dating,Duty Dating,0,2002,\N,94,"Comedy,Romance",5.2,108
tt0160240,English,movie,Easter,Easter,0,2002,\N,90,"Comedy,Drama",7.8,36
tt0160244,English,movie,Elvis in Hollywood,Elvis in Hollywood,0,1993,\N,60,"Biography,Documentary,Music",6.1,63
tt0160261,English,movie,False River,False River,0,2005,\N,90,Thriller,6,83
tt0160275,English,movie,Final Solution,Final Solution,0,2001,\N,102,"Action,Drama",7.5,177
tt0160278,English,movie,The Witness,Fish Out of Water,0,1999,\N,91,"Action,Comedy,Family",5,154
tt0160285,English,movie,For Which He Stands,For Which He Stands,0,1996,\N,88,"Action,Crime,Drama",5.2,133
tt0160289,English,movie,Four Dogs Playing Poker,Four Dogs Playing Poker,0,2000,\N,97,"Crime,Drama,Mystery",5.5,1426
tt0160298,English,movie,Trippin',Trippin',0,1999,\N,94,Comedy,5.3,1362
tt0160310,English,movie,Girl with an Itch,Girl with an Itch,0,1958,\N,77,Drama,6.6,33
tt0160336,English,movie,Guilt Is My Shadow,Guilt Is My Shadow,0,1950,\N,86,"Crime,Drama",6.1,149
tt0160338,English,movie,Guinevere,Guinevere,0,1999,\N,104,"Drama,Romance",6,2650
tt0160339,English,movie,A Gun for Jennifer,A Gun for Jennifer,0,1997,\N,85,"Crime,Drama,Thriller",5.8,402
tt0160362,English,movie,Hide and Seek,Hide and Seek,0,1964,\N,90,"Action,Crime,Drama",5.9,165
tt0160376,English,movie,Hot Wax Zombies on Wheels,Hot Wax Zombies on Wheels,0,1999,\N,82,"Comedy,Horror",3.2,828
tt0160386,English,movie,Human Error,Human Error,0,1988,\N,102,"Sci-Fi,Thriller",6.7,19
tt0160395,English,movie,An Ideal Husband,An Ideal Husband,0,1999,\N,90,"Comedy,Romance",6.1,173
tt0160399,English,movie,Impostor,Impostor,0,2001,\N,95,"Drama,Mystery,Sci-Fi",6.1,24071
tt0160401,English,movie,In Too Deep,In Too Deep,0,1999,\N,95,"Crime,Drama,Thriller",6.2,6802
tt0160403,English,movie,The Independent,The Independent,0,2000,\N,81,Comedy,5.9,1337
tt0160414,English,movie,Love Happens,Love Happens,0,1999,\N,88,"Comedy,Romance",5.7,208
tt0160429,English,movie,The King and I,The King and I,0,1999,\N,88,"Animation,Family,Fantasy",4.3,4181
tt0160434,English,movie,Housebound,Housebound,0,2000,\N,89,Thriller,4.2,221
tt0160447,English,movie,The Last Great Ride,The Last Great Ride,0,2000,\N,89,Comedy,4.8,217
tt0160457,English,movie,Leonard Cohen: Spring 1996,Leonard Cohen: Printemps 96,0,1997,\N,52,Documentary,7.6,21
tt0160459,English,movie,The Lesser Evil,The Lesser Evil,0,1998,\N,96,"Drama,Thriller",6.5,715
tt0160467,English,movie,The Life Story of David Lloyd George,The Life Story of David Lloyd George,0,1918,\N,152,"Biography,Drama,History",6.7,94
tt0160481,English,movie,The Long Road Home,The Long Road Home,0,1999,\N,88,Drama,6.1,222
tt0160484,English,movie,Lost Souls,Lost Souls,0,2000,\N,97,"Drama,Horror,Thriller",4.8,11117
tt0160487,English,movie,Love Goggles,Love Goggles,0,1999,\N,90,"Comedy,Drama",5.1,91
tt0160495,English,movie,Luckytown,Luckytown,0,2000,\N,101,"Crime,Drama,Mystery",4.7,1006
tt0160498,English,movie,Luminarias,Luminarias,0,1999,\N,100,"Comedy,Romance",5.2,628
tt0160509,English,movie,Agnes Browne,Agnes Browne,0,1999,\N,92,"Comedy,Drama,Romance",6.5,2175
tt0160513,English,movie,A Map of the World,A Map of the World,0,1999,\N,125,Drama,6.5,4493
tt0160518,English,movie,Me and Will,Me and Will,0,1999,\N,101,Drama,5.1,513
tt0160525,English,movie,Men of Ireland,Men of Ireland,0,1938,\N,48,"Drama,Romance",4.6,61
tt0160534,English,movie,Milk,Milk,0,1999,\N,94,"Comedy,Drama",5.7,192
tt0160540,English,movie,Money Buys Happiness,Money Buys Happiness,0,1999,\N,109,Drama,6,38
tt0160541,English,movie,Money to Burn,Money to Burn,0,1983,\N,90,Comedy,6.1,23
tt0160547,English,movie,More Dogs Than Bones,More Dogs Than Bones,0,2000,\N,92,"Comedy,Crime,Drama",5,420
tt0160554,English,movie,My Feminism,My Feminism,0,1997,\N,55,Documentary,7.2,27
tt0160574,English,movie,Nice Guys Sleep Alone,Nice Guys Sleep Alone,0,1999,\N,92,"Comedy,Romance",5.8,560
tt0160586,English,movie,Noose for a Lady,Noose for a Lady,0,1953,\N,76,"Crime,Drama,Mystery",6.1,239
tt0160596,English,movie,With or Without You,With or Without You,0,1999,\N,93,"Drama,Romance",6.1,871
tt0160611,English,movie,Ordinary Decent Criminal,Ordinary Decent Criminal,0,2000,\N,93,"Comedy,Crime",6.3,14084
tt0160616,English,movie,Other Voices,Other Voices,0,2000,\N,104,"Drama,Romance,Thriller",5.8,290
tt0160620,English,movie,Oxygen,Oxygen,0,1999,\N,92,"Crime,Drama,Thriller",6,4614
tt0160623,English,movie,Pain Is...,Pain Is...,0,1998,\N,80,Documentary,7.4,38
tt0160644,English,movie,Passion of Mind,Passion of Mind,0,2000,\N,105,"Drama,Mystery,Romance",5.5,3490
tt0160652,English,movie,The Perfect Tenant,The Perfect Tenant,0,2000,\N,93,Thriller,4.6,352
tt0160663,English,movie,Blast,Blast,0,2000,\N,88,"Crime,Drama,Thriller",5.5,266
tt0160672,English,movie,Joe the King,Joe the King,0,1999,\N,93,"Crime,Drama",6.7,2864
tt0160686,English,movie,Port of Escape,Port of Escape,0,1956,\N,76,"Crime,Drama",5.4,129
tt0160706,English,movie,The Prodigy,The Prodigy,0,2005,\N,120,"Crime,Drama,Thriller",5.3,911
tt0160710,English,movie,Punks,Punks,0,2000,\N,91,"Comedy,Music,Romance",6.9,277
tt0160738,English,movie,Operation Abduction,Rapt au deuxi√®me bureau,0,1958,\N,95,"Crime,Mystery,Thriller",6.5,19
tt0160749,English,movie,Red Dirt,Red Dirt,0,2000,\N,110,"Drama,Romance",6.1,996
tt0160751,English,movie,The Redemption,The Redemption,0,2000,\N,105,"Drama,Family",7.8,20
tt0160797,English,movie,Rules of Engagement,Rules of Engagement,0,2000,\N,128,"Drama,Thriller,War",6.4,48799
tt0160800,English,movie,Running Home,Running Home,0,1999,\N,95,"Crime,Drama,Thriller",5.9,232
tt0160813,English,movie,Saturday Night Revue,Saturday Night Revue,0,1937,\N,77,"Drama,Musical",6.4,26
tt0160847,English,movie,The Sexterminators,The Sexterminators,0,1970,\N,78,"Action,Sci-Fi",4,17
tt0160859,English,movie,Shades of Darkness,Shades of Darkness,0,2000,\N,88,Thriller,3.4,111
tt0160862,English,movie,She's All That,She's All That,0,1999,\N,95,"Comedy,Romance",5.9,98648
tt0160870,English,movie,Silent Screamplay,Silent Screamplay,0,2003,\N,120,Thriller,5.3,46
tt0160873,English,movie,Sitsilianskaya zashchita,Sitsilianskaya zashchita,0,1981,\N,91,Crime,6.2,74
tt0160905,English,movie,Spooky House,Spooky House,0,2002,\N,106,"Comedy,Family",5.2,601
tt0160915,English,movie,Love Story,Una storia d'amore,0,1942,\N,95,Drama,6.4,35
tt0160916,English,movie,The Story of Us,The Story of Us,0,1999,\N,95,"Comedy,Drama,Romance",5.9,24343
tt0160937,English,movie,Swamp Country,Swamp Country,0,1966,\N,93,"Drama,Romance",5.5,90
tt0160996,English,movie,Tornado Run,Tornado Run,0,1995,\N,87,Action,3.3,59
tt0161003,English,movie,Train Ride,Train Ride,0,2000,\N,93,Drama,5.2,271
tt0161010,English,movie,The Trench,The Trench,0,1999,\N,98,"Drama,History,War",5.9,3714
tt0161023,English,movie,Tumbleweeds,Tumbleweeds,0,1999,\N,102,"Comedy,Drama",6.7,3554
tt0161029,English,movie,Two Shades of Blue,Two Shades of Blue,0,1999,\N,103,Thriller,3.7,621
tt0161061,English,movie,Life According to Muriel,La vida seg√∫n Muriel,0,1997,\N,98,Drama,6.7,238
tt0161081,English,movie,What Lies Beneath,What Lies Beneath,0,2000,\N,130,"Drama,Horror,Mystery",6.6,129531
tt0161083,English,movie,What's the Worst That Could Happen?,What's the Worst That Could Happen?,0,2001,\N,94,"Comedy,Crime",5.4,16187
tt0161084,English,movie,Whatever It Takes,Whatever It Takes,0,1998,\N,101,"Action,Crime",5.2,566
tt0161088,English,movie,White Boy,White Boy,0,2002,\N,90,Drama,3.1,323
tt0161100,English,movie,The Wood,The Wood,0,1999,\N,106,"Comedy,Drama,Romance",7,9735
tt0161109,English,movie,The Young Girl and the Monsoon,The Young Girl and the Monsoon,0,1999,\N,90,Comedy,5.5,185
tt0161119,English,movie,Zorikan the Barbarian,Zorikan lo sterminatore,0,1964,\N,88,"Action,Adventure,Drama",5.1,15
tt0161216,English,movie,Steal This Movie,Steal This Movie,0,2000,\N,107,"Biography,Drama,Romance",6.4,2355
tt0161219,English,movie,Advice from a Caterpillar,Advice from a Caterpillar,0,1999,\N,90,"Comedy,Drama,Romance",5.4,389
tt0161221,English,movie,Al piacere di rivederla,Al piacere di rivederla,0,1976,\N,102,"Comedy,Thriller",6.3,44
tt0161404,English,movie,Bad Girls,Cattive ragazze,0,1992,\N,99,"Drama,Thriller",2.3,61
tt0161412,English,movie,"Il cavaliere, la morte e il diavolo","Il cavaliere, la morte e il diavolo",0,1983,\N,91,"Horror,Mystery",6.3,24
tt0161446,English,movie,Club Wild Side,Club Wild Side,0,1998,\N,101,"Drama,Romance",4.7,263
tt0161456,English,movie,Contra Conspiracy,Contra Conspiracy,0,1990,\N,88,Action,3.8,50
tt0161457,English,movie,Cop-Out,Cop-Out,0,1991,\N,102,"Action,Thriller",4.4,32
tt0161485,English,movie,Dead Tides,Dead Tides,0,1996,\N,100,"Action,Drama,Thriller",4.3,298
tt0161492,English,movie,The Dentist 2,The Dentist 2,0,1998,\N,100,"Horror,Thriller",4.7,4031
tt0161612,English,movie,Get Yourself a College Girl,Get Yourself a College Girl,0,1964,\N,87,"Comedy,Music",4.9,492
tt0161654,English,movie,The Head Mistress,The Head Mistress,0,1968,\N,70,"Comedy,Drama,Fantasy",3.9,137
tt0161743,English,movie,The Last Big Thing,The Last Big Thing,0,1996,\N,98,"Comedy,Drama",6.4,412
tt0161767,English,movie,Love Lies Bleeding,Love Lies Bleeding,0,1999,\N,93,Drama,4.3,256
tt0161837,English,movie,Mutilations,Mutilations,0,1986,\N,70,"Horror,Sci-Fi",5,196
tt0161841,English,movie,My Sweet Killer,My Sweet Killer,0,1999,\N,78,"Drama,Horror,Thriller",4,379
tt0161942,English,movie,Revelation,Revelation,0,1999,\N,98,"Action,Drama,Horror",4.7,1054
tt0161977,English,movie,Simon Magus,Simon Magus,0,1999,\N,101,"Drama,Fantasy,Mystery",6.9,599
tt0161988,English,movie,Stardust,Stardust,0,1998,\N,97,"Drama,Family,Sci-Fi",4.1,175
tt0161989,English,movie,Stolen Heart,Stolen Heart,0,1998,\N,85,"Comedy,Crime,Drama",6.1,67
tt0161992,English,movie,Stray Bullet,Stray Bullet,0,1998,\N,89,Thriller,4.9,60
tt0162024,English,movie,Two Ninas,Two Ninas,0,1999,\N,88,"Comedy,Romance",6.1,1075
tt0162030,English,movie,Unseen Evil,Unseen Evil,0,2001,\N,93,"Horror,Sci-Fi,Thriller",3.3,335
tt0162035,English,movie,A Very Unlucky Leprechaun,A Very Unlucky Leprechaun,0,1998,\N,89,"Family,Fantasy",2.5,706
tt0162157,English,movie,America: From Hitler to M-X,America: From Hitler to M-X,0,1982,\N,90,Documentary,8,9
tt0162197,English,movie,Billy the Kid Outlawed,Billy the Kid Outlawed,0,1940,\N,52,Western,7.3,22
tt0162203,English,movie,Blue Shark Hash,Blue Shark Hash,0,2001,\N,93,"Comedy,Romance",5,38
tt0162211,English,movie,Deadly Instincts,Breeders,0,1997,\N,90,"Horror,Sci-Fi",3.1,1240
tt0162222,English,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance",7.8,603277
tt0162236,English,movie,Just Looking,Just Looking,0,1999,\N,97,"Comedy,Drama",6.6,1539
tt0162243,English,movie,Chicken Ranch,Chicken Ranch,0,1982,\N,74,Documentary,6.6,321
tt0162246,English,movie,Chords of Fame,Chords of Fame,0,1984,\N,88,"Documentary,Music",9,35
tt0162252,English,movie,Come the Morning,Come the Morning,0,1993,\N,60,Drama,5.8,141
tt0162269,English,movie,Dark Circle,Dark Circle,0,1982,\N,82,Documentary,7.4,71
tt0162292,English,movie,Don Ricardo Returns,Don Ricardo Returns,0,1946,\N,63,"Drama,Music,Western",4.2,61
tt0162301,English,movie,The Effects of Magic,The Effects of Magic,0,1998,\N,87,"Adventure,Family,Fantasy",5.6,93
tt0162304,English,movie,Elysia (Valley of the Nude),Elysia (Valley of the Nude),0,1933,\N,46,Drama,5.7,169
tt0162310,English,movie,Escape from Wildcat Canyon,Escape from Wildcat Canyon,0,1998,\N,96,"Adventure,Family",5.7,386
tt0162315,English,movie,The Exotic Time Machine,The Exotic Time Machine,0,1998,\N,78,Sci-Fi,3.7,351
tt0162318,English,movie,Far from Poland,Far from Poland,0,1984,\N,106,Documentary,6.3,42
tt0162342,English,movie,Geisha Girl,Geisha Girl,0,1952,\N,67,"Comedy,Romance",5.1,75
tt0162346,English,movie,Ghost World,Ghost World,0,2001,\N,111,"Comedy,Drama",7.3,122826
tt0162348,English,movie,Smiling Fish & Goat on Fire,Goat on Fire and Smiling Fish,0,1999,\N,90,"Comedy,Romance",7.7,2727
tt0162355,English,movie,Guadalupe La Chinaca,Guadalupe La Chinaca,0,1938,\N,84,"Drama,History,Romance",5.8,11
tt0162360,English,movie,"Happy, Texas","Happy, Texas",0,1999,\N,98,"Comedy,Crime,Romance",6.3,10098
tt0162363,English,movie,Heartland Reggae,Heartland Reggae,0,1980,\N,90,"Documentary,Music",8.4,97
tt0162406,English,movie,Interruptions,Interruptions,0,1997,\N,87,Comedy,6.9,17
tt0162411,English,movie,Isadora Duncan: Movement from the Soul,Isadora Duncan: Movement from the Soul,0,1989,\N,58,Documentary,6.4,20
tt0162419,English,movie,Kaddish,Kaddish,0,1984,\N,92,Documentary,7.1,21
tt0162427,English,movie,The Land of Promise,L'Chayim Hadashim,0,1935,\N,57,Documentary,6,26
tt0162438,English,movie,Letter to the Next Generation,Letter to the Next Generation,0,1990,\N,75,Documentary,8.8,18
tt0162471,English,movie,Mil estudiantes y una muchacha,Mil estudiantes y una muchacha,0,1942,\N,136,"Comedy,Drama",5.6,11
tt0162493,English,movie,Nicaragua: No pasaran,Nicaragua: No pasaran,0,1984,\N,74,Documentary,6.9,9
tt0162536,English,movie,The Photo-Drama of Creation,The Photo-Drama of Creation,0,1914,\N,480,"Documentary,Drama,History",7,277
tt0162556,English,movie,Why Not Me?,Pourquoi pas moi?,0,1999,\N,96,"Comedy,Romance",6.4,855
tt0162558,English,movie,Power Play,Power Play,0,1994,\N,60,"Drama,Sport",4.9,93
tt0162650,English,movie,Shaft,Shaft,0,2000,\N,99,"Action,Crime,Thriller",6,78411
tt0162661,English,movie,Sleepy Hollow,Sleepy Hollow,0,1999,\N,105,"Fantasy,Horror,Mystery",7.3,367347
tt0162662,English,movie,A Slipping-Down Life,A Slipping-Down Life,0,1999,\N,109,"Drama,Music,Romance",6.1,1130
tt0162677,English,movie,Summer of Sam,Summer of Sam,0,1999,\N,142,"Crime,Drama,Romance",6.7,39647
tt0162678,English,movie,Super Boy,Super Boy,0,1998,\N,90,"Adventure,Comedy,Thriller",6,44
tt0162709,English,movie,The Tribe,The Tribe,0,1998,\N,105,Drama,5.8,627
tt0162710,English,movie,Trick,Trick,0,1999,\N,89,"Comedy,Music,Romance",7.2,8935
tt0162711,English,movie,Trixie,Trixie,0,2000,\N,116,"Comedy,Crime,Mystery",4.9,1594
tt0162733,English,movie,Vampire Holocaust,Vampire Holocaust,0,1997,\N,72,Horror,4.4,110
tt0162757,English,movie,Voice Over,Voice Over,0,1983,\N,105,Drama,6.5,94
tt0162760,English,movie,Wanted: Dead or Alive,Wanted: Dead or Alive,0,1951,\N,58,Western,6.1,19
tt0162764,English,movie,Welcome to Serendipity,Welcome to Serendipity,0,1998,\N,71,Drama,5.8,7
tt0162766,English,movie,The White River Kid,The White River Kid,0,1999,\N,99,"Action,Comedy",4.7,1258
tt0162830,English,movie,Twin Falls Idaho,Twin Falls Idaho,0,1999,\N,111,Drama,7.1,5181
tt0191869,English,movie,The Catcher,The Catcher,0,1998,\N,77,"Horror,Sport",3.4,208
tt0191899,English,movie,Cobra Mission,Cobra Mission,0,1986,\N,89,"Action,War",5,262
tt0191911,English,movie,The Contract,The Contract,0,1999,\N,91,Thriller,4.1,286
tt0191942,English,movie,Deadly Force,Deadly Force,0,1980,\N,60,Documentary,9,6
tt0191996,English,movie,Essex Boys,Essex Boys,0,2000,\N,102,"Crime,Thriller",6,4173
tt0192006,English,movie,Eyes Beyond Seeing,Eyes Beyond Seeing,0,1995,\N,99,Drama,8.4,73
tt0192013,English,movie,A Fare to Remember,A Fare to Remember,0,1999,\N,100,Comedy,6.1,267
tt0192023,English,movie,Finder's Fee,Finder's Fee,0,2001,\N,100,"Drama,Thriller",6.3,2802
tt0192034,English,movie,Forbidden Marriages in the Holy Land,Forbidden Marriages in the Holy Land,0,1995,\N,66,Documentary,4.6,13
tt0192069,English,movie,Gendernauts: A Journey Through Shifting Identities,Gendernauts - Eine Reise durch die Geschlechter,0,1999,\N,87,Documentary,6.2,177
tt0192071,English,movie,Get Over It,Get Over It,0,2001,\N,87,"Comedy,Romance",5.7,19403
tt0192075,English,movie,The Glitterball,The Glitterball,0,1977,\N,56,"Adventure,Family,Sci-Fi",6.1,266
tt0192081,English,movie,"The Good, the Bad and the Beautiful","The Good, the Bad and the Beautiful",0,1970,\N,82,Drama,5.7,43
tt0192084,English,movie,Gossette,Gossette,0,1923,\N,233,Drama,7.3,10
tt0192100,English,movie,Guo hun,Guo hun,0,1948,\N,141,"Drama,History,War",6.7,9
tt0192111,English,movie,Head Over Heels,Head Over Heels,0,2001,\N,86,"Comedy,Mystery,Romance",5.4,14838
tt0192126,English,movie,Honest,Honest,0,2000,\N,110,"Comedy,Crime,Romance",4.1,628
tt0192160,English,movie,In the Blue Ground,In the Blue Ground,0,1999,\N,120,"Crime,Drama,Mystery",6.7,111
tt0192168,English,movie,Irish Destiny,Irish Destiny,0,1926,\N,73,"Drama,Romance",6.3,70
tt0192188,English,movie,John Wesley,John Wesley,0,1954,\N,77,"Biography,Drama,History",7,54
tt0192194,English,movie,Julien Donkey-Boy,Julien Donkey-Boy,0,1999,\N,94,"Comedy,Drama",6.7,7477
tt0192218,English,movie,Kurt Gerron's Karussell,Kurt Gerrons Karussell,0,1999,\N,70,Documentary,4.8,101
tt0192234,English,movie,Leaving Scars,Leaving Scars,0,1997,\N,90,"Action,Thriller",4.3,84
tt0192251,English,movie,Lionman II: The Witchqueen,Lionman II: The Witchqueen,0,1979,\N,85,Adventure,5,49
tt0192255,English,movie,The Little Vampire,The Little Vampire,0,2000,\N,95,"Adventure,Comedy,Family",5.7,10838
tt0192257,English,movie,Gambler's Delight,Liu mang qian wang,0,1981,\N,87,Adventure,5.6,25
tt0192331,English,movie,Mother Ireland,Mother Ireland,0,1998,\N,52,Documentary,6.2,26
tt0192335,English,movie,Mr. Death,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",0,1999,\N,91,"Biography,Documentary",7.5,5658
tt0192339,English,movie,Mutant Man,Mutant Man,0,1996,\N,77,"Comedy,Horror",2.9,182
tt0192360,English,movie,Never Ashamed,Never Ashamed,0,1984,\N,62,Drama,5.1,68
tt0192368,English,movie,Ninja Knight Brothers of Blood,Ninja Knight Brothers of Blood,0,1988,\N,90,Action,4.5,50
tt0192409,English,movie,Out Yonder,Out Yonder,0,1919,\N,65,Drama,6.3,111
tt0192416,English,movie,Closed Pages,Pagine chiuse,0,1969,\N,88,Drama,7.1,33
tt0192441,English,movie,Partners Three,Partners Three,0,1919,\N,50,Western,5.5,17
tt0192455,English,movie,Picking Up the Pieces,Picking Up the Pieces,0,2000,\N,95,"Comedy,Crime,Fantasy",4.7,3829
tt0192512,English,movie,Raw Nerve,Raw Nerve,0,1999,\N,105,"Crime,Thriller",4.7,361
tt0192519,English,movie,Relics: Einstein's Brain,Relics: Einstein's Brain,0,1994,\N,65,Documentary,7.8,182
tt0192528,English,movie,Heaven & Hell,Reverse Heaven,0,2018,\N,104,Drama,4,122
tt0192534,English,movie,Rocky Road to Dublin,Rocky Road to Dublin,0,1968,\N,99,Documentary,7.5,158
tt0192570,English,movie,Sandy Burke of the U-Bar-U,Sandy Burke of the U-Bar-U,0,1919,\N,56,Western,5.6,16
tt0192614,English,movie,The Skulls,The Skulls,0,2000,\N,106,"Action,Crime,Drama",5.6,32858
tt0192638,English,movie,Striking Poses,Striking Poses,0,1998,\N,93,Thriller,4.9,667
